x;y;sp;ref;obs
-49.185358;-27.109626;Sturnira lilium;Muylaert et al.;2017
-53.40998121;-27.36189731;Sturnira lilium;Muylaert et al.;2017
-50.75206644;-27.88195243;Sturnira lilium;Muylaert et al.;2017
-49.25528;-28.48361;Sturnira lilium;Muylaert et al.;2017
-48.983333;-28.6;Sturnira lilium;UNESC;-
-49.525556;-28.489444;Sturnira lilium;UNESC;-
-48.453889;-27.504444;Sturnira lilium;UNESC;-
-48.690278;-26.871111;Sturnira lilium;UNESC;-
-48.686944;-26.839167;Sturnira lilium;UNESC;-
-48.794167;-26.471667;Sturnira lilium;UNESC;-
-49.432222;-28.69;Sturnira lilium;UNESC;-
-49.309722;-28.781111;Sturnira lilium;UNESC;-
-49.411389;-28.714167;Sturnira lilium;UNESC;-
-49.444167;-26.591944;Sturnira lilium;UNESC;-
-49.266667;-28.533333;Sturnira lilium;UNESC;-
-48.698611;-26.730556;Sturnira lilium;UNESC;-
-49.646944;-28.8975;Sturnira lilium;UNESC;-
-48.935833;-28.604722;Sturnira lilium;UNESC;-
-50.9866047;-27.6270557;Sturnira lilium;FURB;-
-52.8599756;-26.8817187;Sturnira lilium;FURB;-
-53.0112648;-27.24547299;Sturnira lilium;FURB;-
-48.66960526;-27.49944032;Sturnira lilium;FURB;-
-49.09315;-27.052057;Sturnira lilium;FURB;-
-49.114639;-26.865036;Sturnira lilium;FURB;-
-48.5294135;-27.1793352;Sturnira lilium;FURB;-
-49.272142;-26.191662;Sturnira lilium;FURB;-
-50.852598;-28.007775;Sturnira lilium;FURB;-
-52.8740195;-27.1728962;Sturnira lilium;FURB;-
-51.007341;-27.889711;Sturnira lilium;FURB;-
-52.7082221;-27.166352;Sturnira lilium;FURB;-
-49.3248697;-28.6007346;Sturnira lilium;FURB;-
-51.9528521;-27.2660595;Sturnira lilium;FURB;-
-52.7028055;-26.9058932;Sturnira lilium;FURB;-
-49.252428;-26.427656;Sturnira lilium;FURB;-
-50.621777;-27.463446;Sturnira lilium;FURB;-
-49.485014;-26.713041;Sturnira lilium;FURB;-
-48.50532532;-27.61540601;Sturnira lilium;FURB;-
-48.53343487;-27.73140099;Sturnira lilium;FURB;-
-48.49650621;-27.77898709;Sturnira lilium;FURB;-
-48.8545202;-26.0294904;Sturnira lilium;FURB;-
-49.0294468;-26.8652381;Sturnira lilium;FURB;-
-48.9566824;-26.9307306;Sturnira lilium;FURB;-
-48.93949986;-26.88020099;Sturnira lilium;FURB;-
-48.551539;-27.316626;Sturnira lilium;FURB;-
-49.0226703;-27.1286985;Sturnira lilium;FURB;-
-49.002628;-26.468753;Sturnira lilium;FURB;-
-52.8079319;-27.1636407;Sturnira lilium;FURB;-
-49.520352;-27.133467;Sturnira lilium;FURB;-
-49.2318821;-26.93140602;Sturnira lilium;FURB;-
-52.556009;-26.66869;Sturnira lilium;FURB;-
-49.7603204;-28.999338;Sturnira lilium;FURB;-
-49.5306;-27.1353;Sturnira lilium;FURB;-
-49.5167;-28.6167;Sturnira lilium;FURB;-
-50.2697;-29.8867;Sturnira lilium;FURB;-
-48.69;-27.81;Sturnira lilium;FURB;-
-48.69;-27.72;Sturnira lilium;FURB;-
-51.936941;-26.69769;Sturnira lilium;FURB;-
-49.1625;-26.7739;Sturnira lilium;FURB;-
-48.5528;-27.1581;Sturnira lilium;FURB;-
-52.608143;-26.677025;Sturnira lilium;FURB;-
-49.0333;-27.6833;Sturnira lilium;FURB;-
-53.055729;-27.145612;Sturnira lilium;FURB;-
-49.7;-29.1361;Sturnira lilium;FURB;-
-48.808186;-27.730043;Sturnira lilium;FURB;-
-49.2832;-26.2563;Sturnira lilium;FURB;-
-52.543247;-26.614074;Sturnira lilium;FURB;-
-48.655193;-26.29824;Sturnira lilium;FURB;-
-48.530879;-26.26817;Sturnira lilium;FURB;-
-50.684519;-27.698587;Sturnira lilium;FURB;-
-50.3828;-25.8744;Sturnira lilium;FURB;-
-49.55376;-28.607792;Sturnira lilium;FURB;-
-51.293763;-27.100498;Sturnira lilium;FURB;-
-49.2117;-26.7681;Sturnira lilium;FURB;-
-49.8472;-28.8303;Sturnira lilium;B?lla et al.;2017
-49.6833;-28.9333;Sturnira lilium;B?lla et al.;2017
-49.5;-28.65;Sturnira lilium;B?lla et al.;2017
-49.4333;-28.5833;Sturnira lilium;B?lla et al.;2017
-49.378141;-28.68426;Sturnira lilium;B?lla et al.;2017
-49.024953;-28.616736;Sturnira lilium;Carvalho et al.;2009
-49.4575;-28.5156;Sturnira lilium;B?lla et al.;2017
-49.3167;-28.5167;Sturnira lilium;B?lla et al.;2017
-49.185;-28.4358;Sturnira lilium;Carvalho et al.;2013
-49.333333;-25.983333;Sturnira lilium;Miretzki;2003
-49.233333;-25.516667;Sturnira lilium;Miretzki;2003
-49.233333;-25.383333;Sturnira lilium;Miretzki;2003
-48.75;-25.216667;Sturnira lilium;Miretzki;2003
-49.233333;-25.483333;Sturnira lilium;Miretzki;2003
-49.216667;-25.416667;Sturnira lilium;Miretzki;2003
-48.9;-25.816667;Sturnira lilium;Miretzki;2003
-49.266667;-25.4;Sturnira lilium;Miretzki;2003
-51.983333;-26.483333;Sturnira lilium;Miretzki;2003
-50.866667;-25.866667;Sturnira lilium;Miretzki;2003
-48.583333;-25.25;Sturnira lilium;Miretzki;2003
-52.133333;-25.766667;Sturnira lilium;Miretzki;2003
-48.5;-25.666667;Sturnira lilium;Miretzki;2003
-49.216667;-25.283333;Sturnira lilium;Miretzki;2003
-49.216667;-25.45;Sturnira lilium;Miretzki;2003
-49.366667;-25.35;Sturnira lilium;Miretzki;2003
-49.183333;-25.916667;Sturnira lilium;Miretzki;2003
-48.75;-25.75;Sturnira lilium;Miretzki;2003
-48.866667;-25.416667;Sturnira lilium;Miretzki;2003
-48.983333;-25.483333;Sturnira lilium;Miretzki;2003
-49.283333;-25.416667;Sturnira lilium;Miretzki;2003
-50;-25.416667;Sturnira lilium;Miretzki;2003
-50.033333;-25.25;Sturnira lilium;Miretzki;2003
-49.05;-25.433333;Sturnira lilium;Miretzki;2003
-48.85;-25.433333;Sturnira lilium;Miretzki;2003
-49.05;-25.3;Sturnira lilium;Miretzki;2003
-52.016667;-25.833333;Sturnira lilium;Miretzki;2003
-48.733333;-25.8;Sturnira lilium;Miretzki;2003
-49.316667;-25.416667;Sturnira lilium;Miretzki;2003
-48.566667;-25.8;Sturnira lilium;Miretzki;2003
-49.166667;-25.433333;Sturnira lilium;Miretzki;2003
-49.25;-25.466667;Sturnira lilium;Miretzki;2003
-53.18345;-27.361935;Sturnira lilium;Noronha;2016
-49.863794;-29.367134;Sturnira lilium;Noronha;2016
-49.937757;-29.210591;Sturnira lilium;Noronha;2016
-50.214467;-29.650516;Sturnira lilium;Noronha;2016
-50.52658;-29.826862;Sturnira lilium;Noronha;2016
-50.779692;-29.655167;Sturnira lilium;Noronha;2016
-49.832478;-29.301122;Sturnira lilium;Noronha;2016
-53.896539;-27.250267;Sturnira lilium;Noronha;2016
-53.133568;-27.707996;Sturnira lilium;Noronha;2016
-52.77679;-27.365134;Sturnira lilium;Noronha;2016
-51.439206;-27.673341;Sturnira lilium;Noronha;2016
-50.588729;-29.451421;Sturnira lilium;Noronha;2016
-54.283333;-25.966667;Sturnira lilium;Barquez;1999
-54.166667;-26.966667;Sturnira lilium;Barquez;1999
-53.8;-26.833333;Sturnira lilium;Barquez;1999
-48.552777;-25.582322;Sturnira lilium;Gon?alves et al;2018
-48.670556;-26.2775;Sturnira lilium;Gon?alves et al;2018
-48.895278;-26.486944;Sturnira lilium;Gon?alves et al;2018
-48.620278;-26.807778;Sturnira lilium;Gon?alves et al;2018
-48.541389;-27.300556;Sturnira lilium;Gon?alves et al;2018
-48.466111;-27.516944;Sturnira lilium;Gon?alves et al;2018
-49.3;-28.533333;Sturnira lilium;Gon?alves et al;2018
-48.973333;-28.585278;Sturnira lilium;Gon?alves et al;2018
-49.395;-28.594167;Sturnira lilium;Gon?alves et al;2018
-48.988611;-28.633333;Sturnira lilium;Gon?alves et al;2018
-49.703889;-28.672222;Sturnira lilium;Gon?alves et al;2018
-49.929722;-28.788611;Sturnira lilium;Gon?alves et al;2018
-49.757778;-28.828333;Sturnira lilium;Gon?alves et al;2018
-49.677222;-28.891944;Sturnira lilium;Gon?alves et al;2018
-50.046389;-29.202222;Sturnira lilium;Gon?alves et al;2018
-49.349234;-26.398513;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.249716;-25.837081;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-50.9;-29.45;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-48.91667;-25.75;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-53.708583;-26.132784;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.10411;-26.620424;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.5;-26.98333;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.17317;-26.37299;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.34146;-25.84247;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.65;-27.26667;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.049365;-27.215731;Sturnira lilium;GBIF;https://doi.org/10.15468/dl.jsp88q
-50.83417;-28.032377;Sturnira lilium;Reus;2009
-50.71444;-28.295769;Sturnira lilium;Reus;2009
-51.14516;-27.790466;Sturnira lilium;Reus;2009
-49.07266;-26.921735;Sturnira lilium;Gruener et al;2012
-49.083333;-26.916667;Sturnira lilium;Gruener et al;2012
-49.149167;-27.05;Sturnira lilium;Althoff;2007
-49.111944;-27.059167;Sturnira lilium;Althoff;2007
-49.104868;-26.88503;Sturnira lilium;Cherem et al.;2004
-52.879069;-27.161307;Sturnira lilium;Cherem et al.;2004
-48.537919;-27.595594;Sturnira lilium;Cherem et al.;2004
-48.840653;-26.301041;Sturnira lilium;Cherem et al.;2004
-49.49884;-28.63749;Sturnira lilium;Cherem et al.;2004
-49.012555;-27.672825;Sturnira lilium;Cherem et al.;2004
-49.720348;-29.135455;Sturnira lilium;Cherem et al.;2004
-48.816667;-27.716667;Sturnira lilium;Cherem et al.;2011
-54.9525;-27.088056;Sturnira lilium;Cirignoli et al.;2011
-53.878976;-25.458903;Sturnira lilium;Sekiama et al;2001
-48.798359;-26.848146;Sturnira lilium;FURB;-
-48.78262;-26.83744;Sturnira lilium;FURB;-
-48.968381;-26.918346;Sturnira lilium;FURB;-
-48.99853;-26.874073;Sturnira lilium;FURB;-
-49.007635;-26.869085;Sturnira lilium;FURB;-
-49.018005;-26.877489;Sturnira lilium;FURB;-
-49.051223;-26.8561;Sturnira lilium;FURB;-
-49.177389;-26.871494;Sturnira lilium;FURB;-
-49.188794;-26.872615;Sturnira lilium;FURB;-
-49.044091;-26.864747;Sturnira lilium;FURB;-
-48.971771;-26.904423;Sturnira lilium;FURB;-
-48.962447;-26.908477;Sturnira lilium;FURB;-
-48.607589;-26.27853;Sturnira lilium;FURB;-
-48.6177;-26.276569;Sturnira lilium;FURB;-
-48.974377;-26.454371;Sturnira lilium;FURB;-
-48.981077;-26.443346;Sturnira lilium;FURB;-
-48.536147;-27.748969;Sturnira lilium;FURB;-
-48.515436;-27.741461;Sturnira lilium;FURB;-
-48.520844;-27.717584;Sturnira lilium;FURB;-
-48.5104;-27.728783;Sturnira lilium;FURB;-
-49.091614;-26.526028;Sturnira lilium;Portal_Da_Biodiversidade;128281
-48.919167;-25.439444;Sturnira lilium;Portal_Da_Biodiversidade;11562
-48.990833;-25.515556;Sturnira lilium;Portal_Da_Biodiversidade;11445
-48.559167;-25.593333;Sturnira lilium;Portal_Da_Biodiversidade;11554
-53.433611;-27.396944;Sturnira lilium;Portal_Da_Biodiversidade;1839
-48.801111;-25.368611;Sturnira lilium;Portal_Da_Biodiversidade;28899
-51.868608;-25.603608;Sturnira lilium;Portal_Da_Biodiversidade;176456
-48.547894;-25.595092;Sturnira lilium;Portal_Da_Biodiversidade;366385
-48.550469;-25.597256;Sturnira lilium;Portal_Da_Biodiversidade;366397
-48.724881;-25.756842;Sturnira lilium;Portal_Da_Biodiversidade;366412
-53.886106;-27.145556;Sturnira lilium;Portal_Da_Biodiversidade;487141
-51.482778;-25.354444;Sturnira lilium;Portal_Da_Biodiversidade;418290
-51.35;-29.733056;Sturnira lilium;Portal_Da_Biodiversidade;579788
-49.177778;-25.672778;Sturnira lilium;Portal_Da_Biodiversidade;33201
-51.29;-25.111942;Sturnira lilium;Portal_Da_Biodiversidade;726268
-51.29;-25.111944;Sturnira lilium;Portal_Da_Biodiversidade;726269
-50.04675;-29.201194;Sturnira lilium;Portal_Da_Biodiversidade;917039
-54.434875;-25.679781;Sturnira lilium;Portal_Da_Biodiversidade;91707
-50.060278;-25.259717;Sturnira lilium;Portal_Da_Biodiversidade;116056
-50.060278;-25.259719;Sturnira lilium;Portal_Da_Biodiversidade;116094
-52.457328;-28.241367;Sturnira lilium;Portal_Da_Biodiversidade;111940
-49.183331;-28.433331;Sturnira lilium;Portal_Da_Biodiversidade;146636
-50.416667;-28.683333;Sturnira lilium;Portal_Da_Biodiversidade;148789
-50.266667;-29.883333;Sturnira lilium;Portal_Da_Biodiversidade;149541
-51.866667;-27.033056;Sturnira lilium;Portal_Da_Biodiversidade;159855
-51.116667;-29.366667;Sturnira lilium;Portal_Da_Biodiversidade;165526
-49.452167;-28.547808;Sturnira lilium;Portal_Da_Biodiversidade;136075
-49.388611;-28.708889;Sturnira lilium;Portal_Da_Biodiversidade;4049
-49.202493;-27.11066;Sturnira lilium;Portal_Da_Biodiversidade;452941
-51.783333;-26.65;Sturnira lilium;Portal_Da_Biodiversidade;176802
-50.207219;-29.675;Sturnira lilium;Portal_Da_Biodiversidade;515165
-49.379038;-26.250757;Sturnira lilium;Portal_Da_Biodiversidade;525306
-49.426953;-28.704589;Sturnira lilium;Portal_Da_Biodiversidade;43920
-50.425503;-25.825167;Sturnira lilium;Portal_Da_Biodiversidade;491928
-48.283331;-25.15;Sturnira lilium;Portal_Da_Biodiversidade;549204
-48.697992;-26.244556;Sturnira lilium;Portal_Da_Biodiversidade;308777
-51.265803;-27.101456;Sturnira lilium;Portal_Da_Biodiversidade;308781
-48.524964;-26.250692;Sturnira lilium;Portal_Da_Biodiversidade;308954
-49.57105;-27.036117;Sturnira lilium;Portal_Da_Biodiversidade;308959
-52.544278;-26.652981;Sturnira lilium;Portal_Da_Biodiversidade;308976
-52.546303;-26.657767;Sturnira lilium;Portal_Da_Biodiversidade;308981
-49.515175;-27.038206;Sturnira lilium;Portal_Da_Biodiversidade;308985
-49.292767;-26.441028;Sturnira lilium;Portal_Da_Biodiversidade;308989
-49.199722;-27.064167;Sturnira lilium;Portal_Da_Biodiversidade;735778
-49.666667;-26.7;Sturnira lilium;Portal_Da_Biodiversidade;82416
-52.600592;-27.186658;Sturnira lilium;Portal_Da_Biodiversidade;80978
-52.780986;-27.087847;Sturnira lilium;Portal_Da_Biodiversidade;81000
-52.780756;-27.081008;Sturnira lilium;Portal_Da_Biodiversidade;81008
-52.75225;-27.106917;Sturnira lilium;Portal_Da_Biodiversidade;81054
-52.787358;-27.096367;Sturnira lilium;Portal_Da_Biodiversidade;81069
-53.931111;-28.385833;Sturnira lilium;Portal_Da_Biodiversidade;445403
-48.973056;-28.585278;Sturnira lilium;Portal_Da_Biodiversidade;907923
-51.528889;-25.108861;Sturnira lilium;Portal_Da_Biodiversidade;961587
-51.46675;-25.352611;Sturnira lilium;Portal_Da_Biodiversidade;961593
-49.066389;-26.919722;Sturnira lilium;Portal_Da_Biodiversidade;955404
-48.805942;-27.734342;Sturnira lilium;Portal_Da_Biodiversidade;955489
-51.020556;-27.5875;Sturnira lilium;Portal_Da_Biodiversidade;956137
-48.980833;-27.085556;Sturnira lilium;Portal_Da_Biodiversidade;956172
-49.5175;-27.056667;Sturnira lilium;Portal_Da_Biodiversidade;956619
-52.454722;-26.631111;Sturnira lilium;Portal_Da_Biodiversidade;956713
-49.378333;-26.25;Sturnira lilium;Portal_Da_Biodiversidade;956767
-52.531389;-26.557778;Sturnira lilium;Portal_Da_Biodiversidade;956861
-48.808;-25.383;Sturnira tildae;Muylaert et al.;2017
-48.91900376;-25.4405836;Sturnira tildae;Muylaert et al.;2017
-48.55;-25.583333;Sturnira tildae;Muylaert et al.;2017
-48.716667;-25.75;Sturnira tildae;Muylaert et al.;2017
-51.59;-25.91;Sturnira tildae;Muylaert et al.;2017
-49.08;-27.06;Sturnira tildae;Muylaert et al.;2017
-48.794167;-26.471667;Sturnira tildae;UNESC;-
-48.670278;-26.2775;Sturnira tildae;UNESC;-
-49.09315;-27.052057;Sturnira tildae;FURB;-
-49.252428;-26.427656;Sturnira tildae;FURB;-
-48.9566824;-26.9307306;Sturnira tildae;FURB;-
-48.93949986;-26.88020099;Sturnira tildae;FURB;-
-48.551539;-27.316626;Sturnira tildae;FURB;-
-49.002628;-26.468753;Sturnira tildae;FURB;-
-49.2318821;-26.93140602;Sturnira tildae;FURB;-
-48.808186;-27.730043;Sturnira tildae;FURB;-
-49.2832;-26.2563;Sturnira tildae;FURB;-
-48.866667;-25.416667;Sturnira tildae;Miretzki;2003
-48.895278;-26.486944;Sturnira tildae;Gon?alves et al;2018
-48.686667;-26.843333;Sturnira tildae;Gon?alves et al;2018
-49.3786;-26.2503;Sturnira tildae;SpeciesLink;28/04/2020
-49.149167;-27.05;Sturnira tildae;Althoff;2007
-49.111944;-27.059167;Sturnira tildae;Althoff;2007
-48.816667;-27.716667;Sturnira tildae;Cherem et al.;2011
-48.798359;-26.848146;Sturnira tildae;FURB;-
-48.965146;-26.914572;Sturnira tildae;FURB;-
-49.177389;-26.871494;Sturnira tildae;FURB;-
-49.007635;-26.869085;Sturnira tildae;FURB;-
-48.99853;-26.874073;Sturnira tildae;FURB;-
-48.981077;-26.443346;Sturnira tildae;FURB;-
-48.974377;-26.454371;Sturnira tildae;FURB;-
-48.573461;-26.367483;Sturnira tildae;Portal_Da_Biodiversidade;473600
-48.571828;-26.329769;Sturnira tildae;Portal_Da_Biodiversidade;473640
-48.801111;-25.368611;Sturnira tildae;Portal_Da_Biodiversidade;28900
-48.550469;-25.597256;Sturnira tildae;Portal_Da_Biodiversidade;366402
-48.724881;-25.756842;Sturnira tildae;Portal_Da_Biodiversidade;366426
-51.29;-25.111942;Sturnira tildae;Portal_Da_Biodiversidade;726295
-48.283331;-25.15;Sturnira tildae;Portal_Da_Biodiversidade;549201
-49.292767;-26.441028;Sturnira tildae;Portal_Da_Biodiversidade;309007
-51.594667;-25.911667;Sturnira tildae;Portal_Da_Biodiversidade;880775
-48.805942;-27.734342;Sturnira tildae;Portal_Da_Biodiversidade;955490
-49.378333;-26.25;Sturnira tildae;Portal_Da_Biodiversidade;956802
-49.199722;-27.064167;Sturnira tildae;Portal_Da_Biodiversidade;989949
-48.53343487;-27.73140099;Tonatia bidens;Althoff;2007
-48.514829;-27.731997;Tonatia bidens;FURB;-
-48.866667;-25.416667;Tonatia bidens;Miretzki;2003
-54.9525;-27.088056;Tonatia bidens;Cirignoli et al.;2011
-53.878976;-25.458903;Tonatia bidens;Sekiama et al;2001
-48.3289;-25.3067;Tonatia bidens;SpeciesLink;28/04/2020
-51.868608;-25.603608;Tonatia bidens;Portal_Da_Biodiversidade;176457
-48.91900376;-25.4405836;Trachops cirrhosus;Muylaert et al.;2017
-48.283331;-25.15;Trachops cirrhosus;Portal_Da_Biodiversidade;549249
-48.808;-25.383;Vampyressa pusilla;Muylaert et al.;2017
-48.519167;-25.785;Vampyressa pusilla;Muylaert et al.;2017
-49.08;-27.06;Vampyressa pusilla;Muylaert et al.;2017
-49.185358;-27.109626;Vampyressa pusilla;Muylaert et al.;2017
-49.25528;-28.48361;Vampyressa pusilla;Muylaert et al.;2017
-49.432222;-28.69;Vampyressa pusilla;UNESC;-
-49.928611;-28.788333;Vampyressa pusilla;UNESC;-
-53.0112648;-27.24547299;Vampyressa pusilla;FURB;-
-48.66960526;-27.49944032;Vampyressa pusilla;FURB;-
-49.09315;-27.052057;Vampyressa pusilla;FURB;-
-48.53343487;-27.73140099;Vampyressa pusilla;FURB;-
-48.9566824;-26.9307306;Vampyressa pusilla;FURB;-
-48.93949986;-26.88020099;Vampyressa pusilla;FURB;-
-48.551539;-27.316626;Vampyressa pusilla;FURB;-
-49.520352;-27.133467;Vampyressa pusilla;FURB;-
-49.2318821;-26.93140602;Vampyressa pusilla;FURB;-
-48.60894442;-26.18028129;Vampyressa pusilla;FURB;-
-49.5167;-28.6167;Vampyressa pusilla;FURB;-
-48.69;-27.72;Vampyressa pusilla;FURB;-
-48.808186;-27.730043;Vampyressa pusilla;FURB;-
-49.2832;-26.2563;Vampyressa pusilla;FURB;-
-48.6275;-27.6153;Vampyressa pusilla;FURB;-
-49.2967;-26.8017;Vampyressa pusilla;FURB;-
-49.8472;-28.8303;Vampyressa pusilla;B?lla et al.;2017
-49.5;-28.65;Vampyressa pusilla;B?lla et al.;2017
-49.185;-28.4358;Vampyressa pusilla;Carvalho et al.;2013
-48.583333;-25.25;Vampyressa pusilla;Miretzki;2003
-48.866667;-25.416667;Vampyressa pusilla;Miretzki;2003
-48.85;-25.433333;Vampyressa pusilla;Miretzki;2003
-49.863794;-29.367134;Vampyressa pusilla;Noronha;2016
-50.214467;-29.650516;Vampyressa pusilla;Noronha;2016
-53.9;-27.133333;Vampyressa pusilla;Barquez;1999
-48.552777;-25.582322;Vampyressa pusilla;Gon?alves et al;2018
-48.686667;-26.843333;Vampyressa pusilla;Gon?alves et al;2018
-48.541389;-27.300556;Vampyressa pusilla;Gon?alves et al;2018
-49.757778;-28.828333;Vampyressa pusilla;Gon?alves et al;2018
-49.149167;-27.05;Vampyressa pusilla;Althoff;2007
-49.111944;-27.059167;Vampyressa pusilla;Althoff;2007
-49.104868;-26.88503;Vampyressa pusilla;Cherem et al.;2004
-49.49884;-28.63749;Vampyressa pusilla;Cherem et al.;2004
-48.777488;-27.686408;Vampyressa pusilla;Cherem et al.;2004
-48.816667;-27.716667;Vampyressa pusilla;Cherem et al.;2011
-48.99853;-26.874073;Vampyressa pusilla;FURB;-
-49.007635;-26.869085;Vampyressa pusilla;FURB;-
-49.035908;-26.860726;Vampyressa pusilla;FURB;-
-48.798359;-26.848146;Vampyressa pusilla;FURB;-
-49.177389;-26.871494;Vampyressa pusilla;FURB;-
-49.053693;-26.864663;Vampyressa pusilla;FURB;-
-49.188794;-26.872615;Vampyressa pusilla;FURB;-
-48.607589;-26.27853;Vampyressa pusilla;FURB;-
-52.65;-27.124;Vampyressa pusilla;FURB;-
-52.359;-27.021;Vampyressa pusilla;FURB;-
-48.508023;-27.720043;Vampyressa pusilla;FURB;-
-48.536147;-27.748969;Vampyressa pusilla;FURB;-
-48.801111;-25.368611;Vampyressa pusilla;Portal_Da_Biodiversidade;28913
-48.550469;-25.597256;Vampyressa pusilla;Portal_Da_Biodiversidade;366400
-49.266364;-28.500825;Vampyressa pusilla;Portal_Da_Biodiversidade;43975
-48.283331;-25.15;Vampyressa pusilla;Portal_Da_Biodiversidade;549197
-49.199722;-27.064167;Vampyressa pusilla;Portal_Da_Biodiversidade;735781
-48.805942;-27.734342;Vampyressa pusilla;Portal_Da_Biodiversidade;955491
-49.5175;-27.056667;Vampyressa pusilla;Portal_Da_Biodiversidade;956628
-49.378333;-26.25;Vampyressa pusilla;Portal_Da_Biodiversidade;956773
-48.808;-25.383;Vampyrodes caraccioli;Muylaert et al.;2017
-49.3531;-26.4061;Vampyrodes caraccioli;Althoff et al.;2017
-49.307784;-26.323441;Vampyrodes caraccioli;Althoff et al.;2017
