x;y;sp;ref;obs
-52.454722;-26.631111;Chrotopterus auritus;Portal_Da_Biodiversidade;956655
-48.808;-25.383;Dermanura cinerea;Muylaert et al.;2017
-48.801111;-25.368611;Dermanura cinerea;Portal_Da_Biodiversidade;28841
-48.283331;-25.15;Dermanura cinerea;Portal_Da_Biodiversidade;549236
-48.716667;-25.75;Desmodus rotundus;Muylaert et al.;2017
-51.59;-25.91;Desmodus rotundus;Muylaert et al.;2017
-49.08;-27.06;Desmodus rotundus;Muylaert et al.;2017
-49.25528;-28.48361;Desmodus rotundus;Muylaert et al.;2017
-48.613056;-27.409444;Desmodus rotundus;UNESC;-
-49.266667;-28.533333;Desmodus rotundus;UNESC;-
-48.983333;-28.6;Desmodus rotundus;UNESC;-
-50.9866047;-27.6270557;Desmodus rotundus;FURB;-
-48.9795;-27.437029;Desmodus rotundus;FURB;-
-49.1287395;-27.9041185;Desmodus rotundus;FURB;-
-49.09315;-27.052057;Desmodus rotundus;FURB;-
-49.114639;-26.865036;Desmodus rotundus;FURB;-
-52.396706;-26.735718;Desmodus rotundus;FURB;-
-49.068892;-27.200749;Desmodus rotundus;FURB;-
-49.3248697;-28.6007346;Desmodus rotundus;FURB;-
-50.621777;-27.463446;Desmodus rotundus;FURB;-
-49.485014;-26.713041;Desmodus rotundus;FURB;-
-48.50532532;-27.61540601;Desmodus rotundus;FURB;-
-48.53343487;-27.73140099;Desmodus rotundus;FURB;-
-49.0294468;-26.8652381;Desmodus rotundus;FURB;-
-48.93949986;-26.88020099;Desmodus rotundus;FURB;-
-48.551539;-27.316626;Desmodus rotundus;FURB;-
-49.002628;-26.468753;Desmodus rotundus;FURB;-
-49.2318821;-26.93140602;Desmodus rotundus;FURB;-
-49.963;-26.493;Desmodus rotundus;FURB;-
-50.32;-27.8072;Desmodus rotundus;FURB;-
-49.5306;-27.1353;Desmodus rotundus;FURB;-
-51.936941;-26.69769;Desmodus rotundus;FURB;-
-48.5528;-27.1581;Desmodus rotundus;FURB;-
-49.0333;-27.6833;Desmodus rotundus;FURB;-
-49.2832;-26.2563;Desmodus rotundus;FURB;-
-52.543247;-26.614074;Desmodus rotundus;FURB;-
-50.3828;-25.8744;Desmodus rotundus;FURB;-
-49.8472;-28.8303;Desmodus rotundus;B?lla et al.;2017
-49.024953;-28.616736;Desmodus rotundus;Carvalho et al.;2009
-49.4575;-28.5156;Desmodus rotundus;B?lla et al.;2017
-49.3167;-28.5167;Desmodus rotundus;B?lla et al.;2017
-49.185;-28.4358;Desmodus rotundus;Carvalho et al.;2013
-52.033333;-25.733333;Desmodus rotundus;Miretzki;2003
-49.516667;-25.45;Desmodus rotundus;Miretzki;2003
-49.216667;-25.2;Desmodus rotundus;Miretzki;2003
-49.533333;-25.616667;Desmodus rotundus;Miretzki;2003
-48.5;-25.666667;Desmodus rotundus;Miretzki;2003
-48.833333;-25.466667;Desmodus rotundus;Miretzki;2003
-50;-25.416667;Desmodus rotundus;Miretzki;2003
-50.033333;-25.25;Desmodus rotundus;Miretzki;2003
-48.733333;-25.8;Desmodus rotundus;Miretzki;2003
-53.18345;-27.361935;Desmodus rotundus;Noronha;2016
-49.863794;-29.367134;Desmodus rotundus;Noronha;2016
-50.455817;-29.641954;Desmodus rotundus;Noronha;2016
-50.52658;-29.826862;Desmodus rotundus;Noronha;2016
-50.779692;-29.655167;Desmodus rotundus;Noronha;2016
-53.896539;-27.250267;Desmodus rotundus;Noronha;2016
-52.77679;-27.365134;Desmodus rotundus;Noronha;2016
-51.439206;-27.673341;Desmodus rotundus;Noronha;2016
-50.588729;-29.451421;Desmodus rotundus;Noronha;2016
-48.552777;-25.582322;Desmodus rotundus;Gon?alves et al;2018
-48.541389;-27.300556;Desmodus rotundus;Gon?alves et al;2018
-48.620278;-27.427222;Desmodus rotundus;Gon?alves et al;2018
-49.3;-28.533333;Desmodus rotundus;Gon?alves et al;2018
-48.988611;-28.633333;Desmodus rotundus;Gon?alves et al;2018
-49.929722;-28.788611;Desmodus rotundus;Gon?alves et al;2018
-50.046389;-29.202222;Desmodus rotundus;Gon?alves et al;2018
-50.145296;-27.066516;Desmodus rotundus;GBIF;https://doi.org/10.15468/dl.jsp88q
-50.71444;-28.295769;Desmodus rotundus;Reus;2009
-49.149167;-27.05;Desmodus rotundus;Althoff;2007
-49.111944;-27.059167;Desmodus rotundus;Althoff;2007
-48.98266;-27.582987;Desmodus rotundus;Cherem et al.;2004
-49.104868;-26.88503;Desmodus rotundus;Cherem et al.;2004
-48.537919;-27.595594;Desmodus rotundus;Cherem et al.;2004
-48.956259;-26.929173;Desmodus rotundus;Cherem et al.;2004
-48.840653;-26.301041;Desmodus rotundus;Cherem et al.;2004
-48.542233;-27.154636;Desmodus rotundus;Cherem et al.;2004
-49.012555;-27.672825;Desmodus rotundus;Cherem et al.;2004
-53.878976;-25.458903;Desmodus rotundus;Sekiama et al;2001
-48.798359;-26.848146;Desmodus rotundus;FURB;-
-48.78262;-26.83744;Desmodus rotundus;FURB;-
-48.99853;-26.874073;Desmodus rotundus;FURB;-
-49.007635;-26.869085;Desmodus rotundus;FURB;-
-49.018005;-26.877489;Desmodus rotundus;FURB;-
-49.047826;-26.86757;Desmodus rotundus;FURB;-
-49.042401;-26.858298;Desmodus rotundus;FURB;-
-49.188794;-26.872615;Desmodus rotundus;FURB;-
-48.974377;-26.454371;Desmodus rotundus;FURB;-
-48.981073;-26.443344;Desmodus rotundus;FURB;-
-48.990833;-25.515556;Desmodus rotundus;Portal_Da_Biodiversidade;11399
-51.35;-29.733333;Desmodus rotundus;Portal_Da_Biodiversidade;389965
-51.868608;-25.603608;Desmodus rotundus;Portal_Da_Biodiversidade;176319
-48.547894;-25.595092;Desmodus rotundus;Portal_Da_Biodiversidade;366387
-48.724881;-25.756842;Desmodus rotundus;Portal_Da_Biodiversidade;366413
-53.886106;-27.145556;Desmodus rotundus;Portal_Da_Biodiversidade;487139
-51.29;-25.111942;Desmodus rotundus;Portal_Da_Biodiversidade;726287
-51.455733;-27.675164;Desmodus rotundus;Portal_Da_Biodiversidade;9951
-50.060278;-25.259717;Desmodus rotundus;Portal_Da_Biodiversidade;116055
-50.060278;-25.259722;Desmodus rotundus;Portal_Da_Biodiversidade;116109
-50.416667;-28.683333;Desmodus rotundus;Portal_Da_Biodiversidade;149342
-51.179444;-29.167778;Desmodus rotundus;Portal_Da_Biodiversidade;198405
-52.194444;-28.315833;Desmodus rotundus;Portal_Da_Biodiversidade;20612
-51.166667;-29.183333;Desmodus rotundus;Portal_Da_Biodiversidade;165484
-49.452917;-28.548033;Desmodus rotundus;Portal_Da_Biodiversidade;136093
-48.900725;-25.4893;Desmodus rotundus;Portal_Da_Biodiversidade;39316
-50.751942;-29.65;Desmodus rotundus;Portal_Da_Biodiversidade;495886
-49.379038;-26.250757;Desmodus rotundus;Portal_Da_Biodiversidade;525301
-49.266364;-28.500825;Desmodus rotundus;Portal_Da_Biodiversidade;43978
-48.283331;-25.15;Desmodus rotundus;Portal_Da_Biodiversidade;549261
-49.666667;-26.7;Desmodus rotundus;Portal_Da_Biodiversidade;82417
-49.635278;-25.004442;Desmodus rotundus;Portal_Da_Biodiversidade;794962
-49.284719;-25.15;Desmodus rotundus;Portal_Da_Biodiversidade;794970
-49.38;-25.075833;Desmodus rotundus;Portal_Da_Biodiversidade;794972
-49.207217;-25.231667;Desmodus rotundus;Portal_Da_Biodiversidade;793763
-49.378333;-26.25;Desmodus rotundus;Portal_Da_Biodiversidade;956739
-50.313972;-25.852606;Desmodus rotundus;Portal_Da_Biodiversidade;97446
-50;-25.416667;Diaemus youngi;Miretzki;2003
-54.65;-27.033333;Diaemus youngi;Barquez;1999
-53.878976;-25.458903;Diaemus youngi;Sekiama et al;2001
-48.808;-25.383;Diphylla ecaudata;Muylaert et al.;2017
-48.91900376;-25.4405836;Diphylla ecaudata;Muylaert et al.;2017
-48.716667;-25.75;Diphylla ecaudata;Muylaert et al.;2017
-49.25528;-28.48361;Diphylla ecaudata;Muylaert et al.;2017
-48.788333;-26.099167;Diphylla ecaudata;UNESC;-
-48.66960526;-27.49944032;Diphylla ecaudata;FURB;-
-49.09315;-27.052057;Diphylla ecaudata;FURB;-
-48.9566824;-26.9307306;Diphylla ecaudata;FURB;-
-48.794687;-26.842005;Diphylla ecaudata;FURB;-
-49.1625;-26.7739;Diphylla ecaudata;FURB;-
-48.808186;-27.730043;Diphylla ecaudata;FURB;-
-49.2117;-26.7681;Diphylla ecaudata;FURB;-
-49.185;-28.4358;Diphylla ecaudata;Carvalho et al.;2013
-50;-25.416667;Diphylla ecaudata;Miretzki;2003
-48.785556;-26.111944;Diphylla ecaudata;Gon?alves et al;2018
-49.863805;-26.321733;Diphylla ecaudata;GBIF;https://doi.org/10.15468/dl.jsp88q
-49.104868;-26.88503;Diphylla ecaudata;Cherem et al.;2004
-48.777488;-27.686408;Diphylla ecaudata;Cherem et al.;2004
-49.362162;-27.393488;Diphylla ecaudata;Cherem et al.;2004
-48.816667;-27.716667;Diphylla ecaudata;Cherem et al.;2011
-49.00934;-26.876916;Diphylla ecaudata;FURB;-
-49.044091;-26.864747;Diphylla ecaudata;FURB;-
-48.99853;-26.874073;Diphylla ecaudata;FURB;-
-48.801111;-25.368611;Diphylla ecaudata;Portal_Da_Biodiversidade;28905
-48.724881;-25.756842;Diphylla ecaudata;Portal_Da_Biodiversidade;366427
-49.183331;-28.433331;Diphylla ecaudata;Portal_Da_Biodiversidade;146405
-49.266364;-28.500825;Diphylla ecaudata;Portal_Da_Biodiversidade;43977
-49.635278;-25.004442;Diphylla ecaudata;Portal_Da_Biodiversidade;794963
-49.38;-25.075831;Diphylla ecaudata;Portal_Da_Biodiversidade;794973
-48.808;-25.383;Glossophaga soricina;Muylaert et al.;2017
-48.55;-25.583333;Glossophaga soricina;Muylaert et al.;2017
-48.519167;-25.785;Glossophaga soricina;Muylaert et al.;2017
-49.072207;-26.902824;Glossophaga soricina;Muylaert et al.;2017
-49.25528;-28.48361;Glossophaga soricina;Muylaert et al.;2017
-48.453889;-27.504444;Glossophaga soricina;UNESC;-
-48.690278;-26.871111;Glossophaga soricina;UNESC;-
-48.686944;-26.839167;Glossophaga soricina;UNESC;-
-48.794167;-26.471667;Glossophaga soricina;UNESC;-
-49.432222;-28.69;Glossophaga soricina;UNESC;-
-49.928611;-28.788333;Glossophaga soricina;UNESC;-
-49.411389;-28.714167;Glossophaga soricina;UNESC;-
-48.698611;-26.730556;Glossophaga soricina;UNESC;-
-48.552222;-26.18;Glossophaga soricina;UNESC;-
-48.983333;-28.6;Glossophaga soricina;UNESC;-
-48.935833;-28.604722;Glossophaga soricina;UNESC;-
-49.114639;-26.865036;Glossophaga soricina;FURB;-
-48.4973733;-27.2041883;Glossophaga soricina;FURB;-
-49.252428;-26.427656;Glossophaga soricina;FURB;-
-48.50532532;-27.61540601;Glossophaga soricina;FURB;-
-48.53343487;-27.73140099;Glossophaga soricina;FURB;-
-48.52124829;-27.60041275;Glossophaga soricina;FURB;-
-48.49650621;-27.77898709;Glossophaga soricina;FURB;-
-49.0294468;-26.8652381;Glossophaga soricina;FURB;-
-48.9566824;-26.9307306;Glossophaga soricina;FURB;-
-48.93949986;-26.88020099;Glossophaga soricina;FURB;-
-49.002628;-26.468753;Glossophaga soricina;FURB;-
-48.6643444;-28.241827;Glossophaga soricina;FURB;-
-49.5306;-27.1353;Glossophaga soricina;FURB;-
-48.69;-27.72;Glossophaga soricina;FURB;-
-49.1625;-26.7739;Glossophaga soricina;FURB;-
-48.5528;-27.1581;Glossophaga soricina;FURB;-
-49.8472;-28.8303;Glossophaga soricina;B?lla et al.;2017
-49.378141;-28.68426;Glossophaga soricina;B?lla et al.;2017
-49.024953;-28.616736;Glossophaga soricina;B?lla et al.;2017
-49.185;-28.4358;Glossophaga soricina;Carvalho et al.;2013
-48.9;-25.983333;Glossophaga soricina;Miretzki;2003
-49.863794;-29.367134;Glossophaga soricina;Noronha;2016
-49.937757;-29.210591;Glossophaga soricina;Noronha;2016
-50.261588;-29.89222;Glossophaga soricina;Noronha;2016
-50.52658;-29.826862;Glossophaga soricina;Noronha;2016
-49.94439;-29.442606;Glossophaga soricina;Noronha;2016
-48.670556;-26.2775;Glossophaga soricina;Gon?alves et al;2018
-48.895278;-26.486944;Glossophaga soricina;Gon?alves et al;2018
-48.541389;-27.300556;Glossophaga soricina;Gon?alves et al;2018
-48.466111;-27.516944;Glossophaga soricina;Gon?alves et al;2018
-48.988611;-28.633333;Glossophaga soricina;Gon?alves et al;2018
-49.757778;-28.828333;Glossophaga soricina;Gon?alves et al;2018
-49.085169;-26.831405;Glossophaga soricina;GBIF;https://doi.org/10.15468/dl.jsp88q
-49.138877;-26.915136;Glossophaga soricina;GBIF;https://doi.org/10.15468/dl.jsp88q
-49.085959;-27.056824;Glossophaga soricina;Gruener et al;2012
-49.07266;-26.921735;Glossophaga soricina;Gruener et al;2012
-49.083333;-26.916667;Glossophaga soricina;Gruener et al;2012
-48.537919;-27.595594;Glossophaga soricina;Cherem et al.;2004
-48.673172;-28.231244;Glossophaga soricina;Cherem et al.;2004
-53.878976;-25.458903;Glossophaga soricina;Sekiama et al;2001
-48.99853;-26.874073;Glossophaga soricina;FURB;-
-49.007635;-26.869085;Glossophaga soricina;FURB;-
-49.018005;-26.877489;Glossophaga soricina;FURB;-
-49.177389;-26.871494;Glossophaga soricina;FURB;-
-49.188794;-26.872615;Glossophaga soricina;FURB;-
-48.971771;-26.904423;Glossophaga soricina;FURB;-
-48.962447;-26.908477;Glossophaga soricina;FURB;-
-49.053693;-26.864663;Glossophaga soricina;FURB;-
-48.968381;-26.918346;Glossophaga soricina;FURB;-
-48.981077;-26.443346;Glossophaga soricina;FURB;-
-48.5104;-27.728783;Glossophaga soricina;FURB;-
-48.536147;-27.748969;Glossophaga soricina;FURB;-
-48.515436;-27.741461;Glossophaga soricina;FURB;-
-49.091614;-26.526028;Glossophaga soricina;Portal_Da_Biodiversidade;128346
-48.801111;-25.368611;Glossophaga soricina;Portal_Da_Biodiversidade;28906
-48.550467;-25.597256;Glossophaga soricina;Portal_Da_Biodiversidade;366403
-48.559167;-25.593333;Glossophaga soricina;Portal_Da_Biodiversidade;33038
-50.203292;-29.67925;Glossophaga soricina;Portal_Da_Biodiversidade;9938
-50.868889;-29.722219;Glossophaga soricina;Portal_Da_Biodiversidade;988665
-49.183331;-28.433331;Glossophaga soricina;Portal_Da_Biodiversidade;146639
-51.076942;-29.3625;Glossophaga soricina;Portal_Da_Biodiversidade;67348
-50.230556;-29.930556;Glossophaga soricina;Portal_Da_Biodiversidade;495915
-49.426953;-28.704589;Glossophaga soricina;Portal_Da_Biodiversidade;43916
-49.266364;-28.500825;Glossophaga soricina;Portal_Da_Biodiversidade;43972
-48.697992;-26.244556;Glossophaga soricina;Portal_Da_Biodiversidade;308909
-49.292767;-26.441028;Glossophaga soricina;Portal_Da_Biodiversidade;308991
-48.805942;-27.734342;Glossophaga soricina;Portal_Da_Biodiversidade;955530
-53.878976;-25.458903;Glyphonycteris sylvestris;Sekiama et al;2001
-48.283331;-25.15;Glyphonycteris sylvestris;Portal_Da_Biodiversidade;549255
-49.515175;-27.038206;Glyphonycteris sylvestris;Portal_Da_Biodiversidade;308958
-49.378333;-26.25;Glyphonycteris sylvestris;Portal_Da_Biodiversidade;956833
-48.808;-25.383;Lampronycteris brachyotis;Muylaert et al.;2017
-48.283331;-25.15;Lampronycteris brachyotis;Portal_Da_Biodiversidade;549253
-48.788333;-26.099167;Micronycteris megalotis;UNESC;-
-49.09315;-27.052057;Micronycteris megalotis;FURB;-
-48.50532532;-27.61540601;Micronycteris megalotis;FURB;-
-48.551539;-27.316626;Micronycteris megalotis;FURB;-
-48.5528;-27.1581;Micronycteris megalotis;FURB;-
-48.5;-25.666667;Micronycteris megalotis;Miretzki;2003
-48.552777;-25.582322;Micronycteris megalotis;Gon?alves et al;2018
-48.541389;-27.300556;Micronycteris megalotis;Gon?alves et al;2018
-49.104868;-26.88503;Micronycteris megalotis;Cherem et al.;2004
-48.99853;-26.874073;Micronycteris megalotis;FURB;-
-49.00934;-26.876916;Micronycteris megalotis;FURB;-
-49.398779;-26.781338;Micronycteris megalotis;FURB;-
-48.550467;-25.597256;Micronycteris megalotis;Portal_Da_Biodiversidade;366393
-48.559167;-25.593333;Micronycteris megalotis;Portal_Da_Biodiversidade;33122
-48.808;-25.383;Micronycteris microtis;Muylaert et al.;2017
-48.536147;-27.748969;Mimon bennettii;FURB;-
-48.508023;-27.720043;Mimon bennettii;FURB;-
-48.453889;-27.504444;Mimon bennettii;UNESC;-
-48.542222;-27.3;Mimon bennettii;UNESC;-
-48.66960526;-27.49944032;Mimon bennettii;FURB;-
-49.09315;-27.052057;Mimon bennettii;FURB;-
-49.485014;-26.713041;Mimon bennettii;FURB;-
-48.50532532;-27.61540601;Mimon bennettii;FURB;-
-48.53343487;-27.73140099;Mimon bennettii;FURB;-
-48.49650621;-27.77898709;Mimon bennettii;FURB;-
-49.5306;-27.1353;Mimon bennettii;FURB;-
-48.808186;-27.730043;Mimon bennettii;FURB;-
-49.185;-28.4358;Mimon bennettii;Carvalho et al.;2013
-49.233333;-25.283333;Mimon bennettii;Miretzki;2003
-49.266667;-25.416667;Mimon bennettii;Miretzki;2003
-48.5;-25.666667;Mimon bennettii;Miretzki;2003
-48.866667;-25.416667;Mimon bennettii;Miretzki;2003
-48.466111;-27.516944;Mimon bennettii;Gon?alves et al;2018
-49.256389;-28.485278;Mimon bennettii;Gon?alves et al;2018
-48.330002;-25.85;Mimon bennettii;GBIF;https://doi.org/10.15468/dl.jsp88q
-49.104868;-26.88503;Mimon bennettii;Cherem et al.;2004
-48.537919;-27.595594;Mimon bennettii;Cherem et al.;2004
-48.777488;-27.686408;Mimon bennettii;Cherem et al.;2004
-48.816667;-27.716667;Mimon bennettii;Cherem et al.;2011
-49.01014;-26.871999;Mimon bennettii;FURB;-
-48.283331;-25.15;Mimon bennettii;Portal_Da_Biodiversidade;549252
-48.805942;-27.734342;Mimon bennettii;Portal_Da_Biodiversidade;955484
-48.519167;-25.785;Platyrrhinus lineatus;Muylaert et al.;2017
-49.08;-27.06;Platyrrhinus lineatus;Muylaert et al.;2017
-53.40998121;-27.36189731;Platyrrhinus lineatus;Muylaert et al.;2017
-49.114639;-26.865036;Platyrrhinus lineatus;FURB;-
-48.9566824;-26.9307306;Platyrrhinus lineatus;FURB;-
-48.93949986;-26.88020099;Platyrrhinus lineatus;FURB;-
-48.551539;-27.316626;Platyrrhinus lineatus;FURB;-
-49.002628;-26.468753;Platyrrhinus lineatus;FURB;-
-49.2832;-26.2563;Platyrrhinus lineatus;FURB;-
-48.583333;-25.25;Platyrrhinus lineatus;Miretzki;2003
-48.866667;-25.416667;Platyrrhinus lineatus;Miretzki;2003
-49.111944;-27.059167;Platyrrhinus lineatus;Althoff;2007
-49.104868;-26.88503;Platyrrhinus lineatus;Cherem et al.;2004
-48.542233;-27.154636;Platyrrhinus lineatus;Cherem et al.;2004
-48.816667;-27.716667;Platyrrhinus lineatus;Cherem et al.;2011
-49.007635;-26.869085;Platyrrhinus lineatus;FURB;-
-49.177389;-26.871494;Platyrrhinus lineatus;FURB;-
-48.99853;-26.874073;Platyrrhinus lineatus;FURB;-
-49.047826;-26.86757;Platyrrhinus lineatus;FURB;-
-49.035908;-26.860726;Platyrrhinus lineatus;FURB;-
-48.791014;-26.842472;Platyrrhinus lineatus;FURB;-
-48.968381;-26.918346;Platyrrhinus lineatus;FURB;-
-49.188794;-26.872615;Platyrrhinus lineatus;FURB;-
-48.974377;-26.454371;Platyrrhinus lineatus;FURB;-
-48.981073;-26.443344;Platyrrhinus lineatus;FURB;-
-48.573461;-26.367483;Platyrrhinus lineatus;Portal_Da_Biodiversidade;473615
-49.379038;-26.250757;Platyrrhinus lineatus;Portal_Da_Biodiversidade;525305
-48.697992;-26.244556;Platyrrhinus lineatus;Portal_Da_Biodiversidade;308908
-49.57105;-27.036117;Platyrrhinus lineatus;Portal_Da_Biodiversidade;308988
-49.292767;-26.441028;Platyrrhinus lineatus;Portal_Da_Biodiversidade;309009
-49.378333;-26.25;Platyrrhinus lineatus;Portal_Da_Biodiversidade;956837
-48.808;-25.383;Platyrrhinus recifinus;Muylaert et al.;2017
-48.91900376;-25.4405836;Platyrrhinus recifinus;Muylaert et al.;2017
-49.25528;-28.48361;Platyrrhinus recifinus;Muylaert et al.;2017
-48.453889;-27.504444;Platyrrhinus recifinus;UNESC;-
-48.7684715;-27.5168462;Platyrrhinus recifinus;FURB;-
-48.7584715;-27.5368462;Platyrrhinus recifinus;FURB;-
-48.93949986;-26.88020099;Platyrrhinus recifinus;FURB;-
-49.2318821;-26.93140602;Platyrrhinus recifinus;FURB;-
-49.185;-28.4358;Platyrrhinus recifinus;Carvalho; Fabian
-48.466111;-27.516944;Platyrrhinus recifinus;Gon?alves et al;2018
-48.801111;-25.368611;Platyrrhinus recifinus;Portal_Da_Biodiversidade;28846
-48.283331;-25.15;Platyrrhinus recifinus;Portal_Da_Biodiversidade;549227
-48.808;-25.383;Pygoderma bilabiatum;Muylaert et al.;2017
-48.716667;-25.75;Pygoderma bilabiatum;Muylaert et al.;2017
-48.519167;-25.785;Pygoderma bilabiatum;Muylaert et al.;2017
-51.59;-25.91;Pygoderma bilabiatum;Muylaert et al.;2017
-48.64523742;-26.08014768;Pygoderma bilabiatum;Muylaert et al.;2017
-49.08;-27.06;Pygoderma bilabiatum;Muylaert et al.;2017
-49.185358;-27.109626;Pygoderma bilabiatum;Muylaert et al.;2017
-53.40998121;-27.36189731;Pygoderma bilabiatum;Muylaert et al.;2017
-49.25528;-28.48361;Pygoderma bilabiatum;Muylaert et al.;2017
-48.983333;-28.6;Pygoderma bilabiatum;UNESC;-
-49.432222;-28.69;Pygoderma bilabiatum;UNESC;-
-53.0112648;-27.24547299;Pygoderma bilabiatum;FURB;-
-48.9795;-27.437029;Pygoderma bilabiatum;FURB;-
-49.09315;-27.052057;Pygoderma bilabiatum;FURB;-
-49.114639;-26.865036;Pygoderma bilabiatum;FURB;-
-48.5294135;-27.1793352;Pygoderma bilabiatum;FURB;-
-49.272142;-26.191662;Pygoderma bilabiatum;FURB;-
-49.3248697;-28.6007346;Pygoderma bilabiatum;FURB;-
-49.252428;-26.427656;Pygoderma bilabiatum;FURB;-
-49.485014;-26.713041;Pygoderma bilabiatum;FURB;-
-48.9566824;-26.9307306;Pygoderma bilabiatum;FURB;-
-52.8079319;-27.1636407;Pygoderma bilabiatum;FURB;-
-49.520352;-27.133467;Pygoderma bilabiatum;FURB;-
-49.2318821;-26.93140602;Pygoderma bilabiatum;FURB;-
-52.608143;-26.677025;Pygoderma bilabiatum;FURB;-
-48.808186;-27.730043;Pygoderma bilabiatum;FURB;-
-49.2832;-26.2563;Pygoderma bilabiatum;FURB;-
-48.530879;-26.26817;Pygoderma bilabiatum;FURB;-
-49.55376;-28.607792;Pygoderma bilabiatum;FURB;-
-49.4575;-28.5156;Pygoderma bilabiatum;B?lla et al.;2017
-49.185;-28.4358;Pygoderma bilabiatum;Carvalho et al.;2013
-48.75;-25.216667;Pygoderma bilabiatum;Miretzki;2003
-51.983333;-26.483333;Pygoderma bilabiatum;Miretzki;2003
-50.866667;-25.866667;Pygoderma bilabiatum;Miretzki;2003
-49.216667;-25.283333;Pygoderma bilabiatum;Miretzki;2003
-49.216667;-25.45;Pygoderma bilabiatum;Miretzki;2003
-48.75;-25.75;Pygoderma bilabiatum;Miretzki;2003
-50;-25.416667;Pygoderma bilabiatum;Miretzki;2003
-50.033333;-25.25;Pygoderma bilabiatum;Miretzki;2003
-48.866667;-25.433333;Pygoderma bilabiatum;Miretzki;2003
-48.316667;-25.3;Pygoderma bilabiatum;Miretzki;2003
-50.214467;-29.650516;Pygoderma bilabiatum;Noronha;2016
-53.896539;-27.250267;Pygoderma bilabiatum;Noronha;2016
-52.77679;-27.365134;Pygoderma bilabiatum;Noronha;2016
-50.588729;-29.451421;Pygoderma bilabiatum;Noronha;2016
-54;-27.133333;Pygoderma bilabiatum;Barquez;1999
-54.283333;-25.966667;Pygoderma bilabiatum;Barquez;1999
-53.966667;-26.783333;Pygoderma bilabiatum;Barquez;1999
-53.8;-26.833333;Pygoderma bilabiatum;Barquez;1999
-48.552777;-25.582322;Pygoderma bilabiatum;Gon?alves et al;2018
-48.670556;-26.2775;Pygoderma bilabiatum;Gon?alves et al;2018
-48.988611;-28.633333;Pygoderma bilabiatum;Gon?alves et al;2018
-49.349234;-26.398513;Pygoderma bilabiatum;GBIF;https://doi.org/10.15468/dl.jsp88q
-48.91667;-25.75;Pygoderma bilabiatum;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.5;-26.98333;Pygoderma bilabiatum;GBIF;https://doi.org/10.15468/dl.jsp88q
-54.17317;-26.37299;Pygoderma bilabiatum;GBIF;https://doi.org/10.15468/dl.jsp88q
-51.14516;-27.790466;Pygoderma bilabiatum;Reus;2009
-49.07266;-26.921735;Pygoderma bilabiatum;Gruener et al;2012
-49.149167;-27.05;Pygoderma bilabiatum;Althoff;2007
-49.111944;-27.059167;Pygoderma bilabiatum;Althoff;2007
-49.104868;-26.88503;Pygoderma bilabiatum;Cherem et al.;2004
-48.840653;-26.301041;Pygoderma bilabiatum;Cherem et al.;2004
-48.777488;-27.686408;Pygoderma bilabiatum;Cherem et al.;2004
-48.816667;-27.716667;Pygoderma bilabiatum;Cherem et al.;2011
-54.9525;-27.088056;Pygoderma bilabiatum;Cirignoli et al.;2011
-53.878976;-25.458903;Pygoderma bilabiatum;Sekiama et al;2001
-49.047826;-26.86757;Pygoderma bilabiatum;FURB;-
-48.795233;-26.84798;Pygoderma bilabiatum;FURB;-
-48.99853;-26.874073;Pygoderma bilabiatum;FURB;-
-49.00934;-26.876916;Pygoderma bilabiatum;FURB;-
-49.188794;-26.872615;Pygoderma bilabiatum;FURB;-
-48.801111;-25.368611;Pygoderma bilabiatum;Portal_Da_Biodiversidade;28833
-48.547894;-25.595092;Pygoderma bilabiatum;Portal_Da_Biodiversidade;366383
-48.547892;-25.595092;Pygoderma bilabiatum;Portal_Da_Biodiversidade;366384
-48.724881;-25.756842;Pygoderma bilabiatum;Portal_Da_Biodiversidade;366414
-51.482778;-25.354444;Pygoderma bilabiatum;Portal_Da_Biodiversidade;418288
-49.177778;-25.672778;Pygoderma bilabiatum;Portal_Da_Biodiversidade;33155
-51.29;-25.111942;Pygoderma bilabiatum;Portal_Da_Biodiversidade;726271
-49.183331;-28.433331;Pygoderma bilabiatum;Portal_Da_Biodiversidade;145979
-49.388611;-28.708889;Pygoderma bilabiatum;Portal_Da_Biodiversidade;4019
-49.266364;-28.500825;Pygoderma bilabiatum;Portal_Da_Biodiversidade;43974
-48.283331;-25.15;Pygoderma bilabiatum;Portal_Da_Biodiversidade;549207
-49.292767;-26.441028;Pygoderma bilabiatum;Portal_Da_Biodiversidade;308932
-49.666667;-26.7;Pygoderma bilabiatum;Portal_Da_Biodiversidade;82454
-48.805942;-27.734342;Pygoderma bilabiatum;Portal_Da_Biodiversidade;955488
-49.378333;-26.25;Pygoderma bilabiatum;Portal_Da_Biodiversidade;956762
-48.808;-25.383;Sturnira lilium;Muylaert et al.;2017
-48.91900376;-25.4405836;Sturnira lilium;Muylaert et al.;2017
-48.716667;-25.75;Sturnira lilium;Muylaert et al.;2017
-48.519167;-25.785;Sturnira lilium;Muylaert et al.;2017
-51.59;-25.91;Sturnira lilium;Muylaert et al.;2017
-48.64523742;-26.08014768;Sturnira lilium;Muylaert et al.;2017
-49.072207;-26.902824;Sturnira lilium;Muylaert et al.;2017
-49.08;-27.06;Sturnira lilium;Muylaert et al.;2017
